HHID,Home,Urb,Comp,Child,Day,SEC,NumCars,Age,Driver,Gender,Wstat,pAge,pDriver,pGender,pWstat
43468,5629,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
43469,5628,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
43473,5629,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
43470,5629,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
43472,5628,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
44545,5629,0,2,0,0,3,2,2,true,1,2,2,true,0,0
44568,5629,0,2,0,0,3,2,3,true,1,2,3,true,0,0
44422,5628,0,2,1,0,3,2,1,true,1,2,0,true,0,0
44448,5629,0,2,0,0,3,2,1,true,1,2,1,true,0,0
45309,5628,0,3,0,0,3,2,1,true,1,2,1,true,0,1
45313,5628,0,3,0,0,3,2,1,true,1,2,1,true,0,1
45231,5628,0,3,1,0,3,2,1,true,1,2,0,true,0,1
45310,5629,0,3,0,0,3,2,1,true,1,2,1,true,0,1
45337,5628,0,3,1,0,3,2,1,true,1,2,1,true,0,1
45315,5629,0,3,0,0,3,2,1,true,1,2,1,true,0,1
45452,5629,0,3,0,0,3,2,1,true,1,2,2,true,0,1
45516,5629,0,3,0,0,3,2,2,true,1,2,2,true,0,1
45521,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,1
45338,5628,0,3,1,0,3,2,1,true,1,2,1,true,0,1
45523,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,1
45524,5629,0,3,0,0,3,2,2,true,1,2,2,true,0,1
45527,5629,0,3,0,0,3,2,2,true,1,2,2,true,0,1
45538,5628,0,3,0,0,3,2,3,true,1,2,2,true,0,1
45541,5628,0,3,0,0,3,2,3,true,1,2,2,true,0,1
45525,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,1
45544,5628,0,3,0,0,3,2,3,true,1,2,2,true,0,1
45770,5629,0,2,0,0,3,2,3,true,1,0,2,true,0,2
45768,5628,0,2,0,0,3,2,3,true,1,0,2,true,0,2
45689,5628,0,2,0,0,3,2,2,true,1,0,1,true,0,2
45773,5629,0,2,0,0,3,2,3,true,1,0,2,true,0,2
47087,5629,0,3,0,0,3,2,1,true,1,2,0,true,0,2
47088,5629,0,3,0,0,3,2,1,true,1,2,0,true,0,2
47086,5629,0,3,0,0,3,2,1,true,1,2,0,true,0,2
47136,5629,0,3,1,0,3,2,1,true,1,2,0,true,0,2
47178,5628,0,3,1,0,3,2,0,true,1,2,1,true,0,2
47143,5628,0,3,1,0,3,2,1,true,1,2,0,true,0,2
47128,5628,0,3,1,0,3,2,1,true,1,2,0,true,0,2
47180,5629,0,3,1,0,3,2,0,true,1,2,1,true,0,2
47223,5628,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47227,5628,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47236,5629,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47238,5629,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47239,5628,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47230,5629,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47242,5628,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47243,5629,0,3,0,0,3,2,1,true,1,2,1,true,0,2
47260,5628,0,3,1,0,3,2,1,true,1,2,1,true,0,2
47379,5628,0,3,0,0,3,2,2,true,1,2,1,true,0,2
47380,5629,0,3,0,0,3,2,2,true,1,2,1,true,0,2
47388,5628,0,3,0,0,3,2,2,true,1,2,1,true,0,2
47383,5628,0,3,0,0,3,2,2,true,1,2,1,true,0,2
47395,5628,0,3,3,0,3,2,2,true,1,2,1,true,0,2
47397,5629,0,3,0,0,3,2,1,true,1,2,2,true,0,2
47433,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47435,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47434,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47438,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47440,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47442,5628,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47444,5629,0,3,0,0,3,2,2,true,1,2,2,true,0,2
47267,5628,0,3,1,0,3,2,1,true,1,2,1,true,0,2
52387,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52386,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52389,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52391,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52390,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52392,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52394,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52393,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52388,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52395,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52397,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52396,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52398,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52399,5632,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52412,5631,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
52400,5631,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
52413,5632,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
52414,5631,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
52523,5632,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52522,5632,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52415,5632,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
52524,5631,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52525,5632,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52527,5632,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52526,5632,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52528,5632,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52529,5631,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
52532,5632,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
52531,5632,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
53605,5631,0,2,0,0,3,2,1,true,1,2,1,true,0,0
53635,5632,0,2,0,0,3,2,2,true,1,2,1,true,0,0
53606,5631,0,2,0,0,3,2,1,true,1,2,1,true,0,0
53681,5632,0,2,0,0,3,2,2,true,1,2,2,true,0,0
53603,5632,0,2,0,0,3,2,1,true,1,2,1,true,0,0
53679,5631,0,2,0,0,3,2,2,true,1,2,2,true,0,0
53685,5632,0,2,0,0,3,2,2,true,1,2,2,true,0,0
53725,5631,0,2,0,0,3,2,3,true,1,2,3,true,0,0
53738,5632,0,2,0,0,3,2,4,true,1,2,3,true,0,0
54440,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,1
54370,5632,0,3,1,0,3,2,1,true,1,2,0,true,0,1
54441,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,1
54442,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,1
54374,5632,0,3,1,0,3,2,1,true,1,2,0,true,0,1
54463,5632,0,3,1,0,3,2,1,true,1,2,1,true,0,1
54464,5632,0,3,1,0,3,2,1,true,1,2,1,true,0,1
54551,5632,0,3,0,0,3,2,1,true,1,2,2,true,0,1
54617,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,1
54621,5631,0,3,0,0,3,2,2,true,1,2,2,true,0,1
54618,5631,0,3,0,0,3,2,2,true,1,2,2,true,0,1
54615,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,1
54623,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,1
54654,5632,0,3,0,0,3,2,3,true,1,2,2,true,0,1
54649,5631,0,3,0,0,3,2,3,true,1,2,2,true,0,1
54647,5632,0,3,0,0,3,2,3,true,1,2,2,true,0,1
54798,5632,0,2,3,0,3,2,2,true,1,0,1,true,0,2
54655,5631,0,3,0,0,3,2,3,true,1,2,2,true,0,1
54900,5632,0,2,0,0,3,2,3,true,1,0,2,true,0,2
54898,5632,0,2,0,0,3,2,3,true,1,0,2,true,0,2
56177,5632,0,3,0,0,3,2,0,true,1,2,1,true,0,2
56146,5631,0,3,1,0,3,2,1,true,1,2,0,true,0,2
56178,5631,0,3,0,0,3,2,0,true,1,2,1,true,0,2
56101,5631,0,3,0,0,3,2,1,true,1,2,0,true,0,2
56213,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56183,5631,0,3,1,0,3,2,0,true,1,2,1,true,0,2
56212,5631,0,3,0,0,3,2,1,true,1,2,1,false,0,2
56218,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56216,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56219,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56217,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56220,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56225,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56221,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56222,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56245,5632,0,3,1,0,3,2,1,true,1,2,1,true,0,2
56226,5632,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56227,5631,0,3,0,0,3,2,1,true,1,2,1,true,0,2
56333,5631,0,3,0,0,3,2,2,true,1,2,1,true,0,2
56388,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56334,5632,0,3,0,0,3,2,2,true,1,2,1,true,0,2
56247,5632,0,3,1,0,3,2,1,true,1,2,1,true,0,2
56391,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56390,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56389,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56395,5631,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56396,5631,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56401,5632,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56394,5631,0,3,0,0,3,2,2,true,1,2,2,true,0,2
56402,5631,0,3,0,0,3,2,2,true,1,2,2,true,0,2
60309,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60307,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60310,5626,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60308,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60311,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60314,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60315,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60313,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60316,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60312,5627,2,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
60751,5627,2,2,0,0,3,2,2,true,1,2,1,true,0,0
60813,5627,2,2,0,0,3,2,2,true,1,2,2,true,0,0
60812,5627,2,2,0,0,3,2,2,true,1,2,2,true,0,0
60817,5627,2,2,0,0,3,2,2,true,1,2,2,true,0,0
60823,5627,2,2,0,0,3,2,2,true,1,2,2,true,0,0
60824,5626,2,2,0,0,3,2,2,true,1,2,2,true,0,0
60815,5626,2,2,0,0,3,2,2,true,1,2,2,true,0,0
60828,5627,2,2,0,0,3,2,2,true,1,2,2,true,0,0
61465,5627,2,3,1,0,3,2,1,true,1,2,0,true,0,1
61470,5627,2,3,1,0,3,2,1,true,1,2,0,true,0,1
61554,5627,2,3,1,0,3,2,1,true,1,2,1,true,0,1
61462,5627,2,3,1,0,3,2,1,true,1,2,0,true,0,1
61553,5627,2,3,1,0,3,2,1,true,1,2,1,true,0,1
61556,5626,2,3,1,0,3,2,1,true,1,2,1,true,0,1
61660,5627,2,3,0,0,3,2,2,true,1,2,1,true,0,1
61657,5627,2,3,0,0,3,2,2,true,1,2,1,true,0,1
61799,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61802,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61654,5627,2,3,0,0,3,2,2,true,1,2,1,true,0,1
61789,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61803,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61814,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61805,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61820,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61811,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61821,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61823,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61819,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61830,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
61832,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,1
62036,5627,2,2,0,0,3,2,3,true,1,0,2,true,0,2
63226,5627,2,3,1,0,3,2,1,true,1,2,0,true,0,2
63217,5627,2,3,1,0,3,2,1,true,1,2,0,true,0,2
63218,5627,2,3,1,0,3,2,1,true,1,2,0,true,0,2
63310,5627,2,3,1,0,3,2,1,true,1,2,1,true,0,2
63228,5626,2,3,1,0,3,2,1,true,1,2,0,true,0,2
63313,5626,2,3,1,0,3,2,1,true,1,2,1,true,0,2
63316,5626,2,3,1,0,3,2,1,true,1,2,1,true,0,2
63409,5627,2,3,0,0,3,2,2,true,1,2,1,true,0,2
63406,5627,2,3,0,0,3,2,2,true,1,2,1,true,0,2
63513,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63427,5627,2,3,0,0,3,2,1,true,1,2,2,true,0,2
63511,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63518,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63514,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63519,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63520,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63526,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63532,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63522,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63536,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63535,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63533,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63544,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63538,5626,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63539,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63552,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
63562,5627,2,3,0,0,3,2,3,true,1,2,2,true,0,2
63550,5627,2,3,0,0,3,2,2,true,1,2,2,true,0,2
67770,5655,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67771,5655,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67772,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67774,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67775,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67776,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67773,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67777,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67780,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67779,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67788,5654,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
67778,5654,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
67790,5654,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
67789,5654,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
67885,5654,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67884,5655,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67883,5654,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67886,5655,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67887,5654,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67889,5654,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67888,5654,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
67892,5654,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
67891,5654,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
68579,5655,0,2,0,0,3,2,2,true,1,2,1,true,0,0
68531,5655,0,2,1,0,3,2,1,true,1,2,0,true,0,0
68551,5654,0,2,0,0,3,2,1,true,1,2,1,true,0,0
68580,5654,0,2,0,0,3,2,2,true,1,2,1,true,0,0
68605,5654,0,2,0,0,3,2,2,true,1,2,2,true,0,0
68603,5654,0,2,0,0,3,2,2,true,1,2,2,false,0,0
68604,5654,0,2,0,0,3,2,2,true,1,2,2,true,0,0
68609,5654,0,2,0,0,3,2,2,true,1,2,2,true,0,0
69158,5654,0,3,1,0,3,2,1,true,1,2,0,true,0,1
69159,5654,0,3,1,0,3,2,1,true,1,2,0,true,0,1
69221,5654,0,3,0,0,3,2,1,true,1,2,1,true,0,1
69160,5654,0,3,1,0,3,2,1,true,1,2,0,true,0,1
69222,5654,0,3,0,0,3,2,1,true,1,2,1,true,0,1
69361,5655,0,3,0,0,3,2,2,true,1,2,2,true,0,1
69371,5654,0,3,0,0,3,2,3,true,1,2,2,true,0,1
69358,5654,0,3,0,0,3,2,2,true,1,2,2,true,0,1
69223,5654,0,3,0,0,3,2,1,true,1,2,1,true,0,1
69372,5655,0,3,0,0,3,2,3,true,1,2,2,true,0,1
69373,5654,0,3,0,0,3,2,3,true,1,2,2,true,0,1
70457,5655,0,3,0,0,3,2,1,true,1,2,0,true,0,2
70455,5654,0,3,0,0,3,2,1,true,1,2,0,true,0,2
70454,5655,0,3,0,0,3,2,1,true,1,2,0,true,0,2
70482,5654,0,3,1,0,3,2,1,true,1,2,0,true,0,2
70483,5654,0,3,1,0,3,2,1,true,1,2,0,true,0,2
70486,5655,0,3,1,0,3,2,1,true,1,2,0,true,0,2
70501,5654,0,3,1,0,3,2,0,true,1,2,1,true,0,2
70485,5655,0,3,1,0,3,2,1,true,1,2,0,true,0,2
70502,5655,0,3,1,0,3,2,0,true,1,2,1,true,0,2
70525,5655,0,3,0,0,3,2,1,true,1,2,1,true,0,2
70526,5654,0,3,0,0,3,2,1,true,1,2,1,true,0,2
70528,5654,0,3,0,0,3,2,1,true,1,2,1,true,0,2
70532,5654,0,3,0,0,3,2,1,true,1,2,1,true,0,2
70484,5655,0,3,1,0,3,2,1,true,1,2,0,true,0,2
70603,5655,0,3,0,0,3,2,2,true,1,2,1,true,0,2
70604,5655,0,3,0,0,3,2,2,true,1,2,1,true,0,2
70636,5654,0,3,0,0,3,2,2,true,1,2,2,true,0,2
70635,5654,0,3,0,0,3,2,2,true,1,2,2,true,0,2
70546,5655,0,3,1,0,3,2,1,true,1,2,1,true,0,2
70639,5654,0,3,0,0,3,2,2,true,1,2,2,true,0,2
70640,5654,0,3,0,0,3,2,2,true,1,2,2,true,0,2
70638,5654,0,3,0,0,3,2,2,true,1,2,2,true,0,2
75360,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75358,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75362,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75363,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75359,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75361,5643,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75364,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75365,5643,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75366,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75368,5643,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75369,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75367,5644,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75371,5643,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75370,5643,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
75381,5644,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
75382,5644,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
75380,5644,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
75478,5643,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75480,5643,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75479,5644,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75477,5643,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75482,5643,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75481,5643,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75483,5643,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
75485,5643,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
75486,5644,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
76250,5643,0,2,0,0,3,2,2,true,1,2,1,true,0,0
76214,5643,0,2,0,0,3,2,1,true,1,2,1,true,0,0
76213,5644,0,2,0,0,3,2,1,true,1,2,1,true,0,0
76270,5644,0,2,0,0,3,2,2,true,1,2,2,true,0,0
77014,5644,0,3,1,0,3,2,1,true,1,2,1,true,0,1
76991,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,1
76989,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,1
77016,5643,0,3,1,0,3,2,1,true,1,2,1,true,0,1
77143,5644,0,3,0,0,3,2,2,true,1,2,2,true,0,1
77148,5644,0,3,0,0,3,2,3,true,1,2,2,true,0,1
77257,5644,0,2,0,0,3,2,1,true,1,0,1,true,0,2
77313,5643,0,2,0,0,3,2,2,true,1,0,2,true,0,2
77017,5644,0,3,1,0,3,2,1,true,1,2,1,true,0,1
77291,5644,0,2,0,0,3,2,2,true,1,0,1,true,0,2
78409,5643,0,3,0,0,3,2,1,true,1,2,0,true,0,2
78442,5644,0,3,1,0,3,2,1,true,1,2,0,true,0,2
78412,5643,0,3,0,0,3,2,1,true,1,2,0,true,0,2
78450,5643,0,3,1,0,3,2,1,true,1,2,0,true,0,2
78451,5643,0,3,1,0,3,2,1,true,1,2,0,true,0,2
78468,5643,0,3,0,0,3,2,0,true,1,2,1,true,0,2
78469,5643,0,3,0,0,3,2,0,true,1,2,1,true,0,2
78510,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78446,5644,0,3,1,0,3,2,1,true,1,2,0,true,0,2
78478,5643,0,3,1,0,3,2,0,true,1,2,1,true,0,2
78514,5643,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78512,5643,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78519,5643,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78520,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78517,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78524,5643,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78526,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78511,5644,0,3,0,0,3,2,1,true,1,2,1,true,0,2
78543,5644,0,3,1,0,3,2,1,true,1,2,1,true,0,2
78541,5644,0,3,1,0,3,2,1,true,1,2,1,true,0,2
78544,5644,0,3,1,0,3,2,1,true,1,2,1,true,0,2
78631,5643,0,3,0,0,3,2,2,true,1,2,1,true,0,2
78629,5643,0,3,0,0,3,2,2,true,1,2,1,true,0,2
78648,5644,0,3,0,0,3,2,2,true,1,2,2,true,0,2
80272,5645,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
80271,5646,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
80273,5645,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
80276,5646,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
80275,5645,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
80281,5645,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
80327,5645,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
80274,5645,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
80282,5646,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
80329,5646,0,1,1,0,3,2,2,true,1,2,NA,NA,NA,NA
80328,5646,0,1,0,0,3,2,2,true,1,2,NA,NA,NA,NA
80588,5646,0,2,0,0,3,2,1,true,1,2,1,true,0,0
80589,5646,0,2,0,0,3,2,1,true,1,2,1,true,0,0
80865,5646,0,3,0,0,3,2,1,true,1,2,1,true,0,1
80914,5645,0,3,3,0,3,2,2,true,1,2,1,true,0,1
80876,5645,0,3,1,0,3,2,1,true,1,2,1,true,0,1
80875,5645,0,3,1,0,3,2,1,true,1,2,1,true,0,1
80945,5645,0,3,0,0,3,2,2,true,1,2,2,true,0,1
80917,5645,0,3,0,0,3,2,1,true,1,2,2,true,0,1
80944,5645,0,3,0,0,3,2,2,true,1,2,2,true,0,1
80991,5645,0,2,0,0,3,2,2,true,1,0,1,true,0,2
81021,5646,0,2,0,0,3,2,3,true,1,0,2,true,0,2
81448,5646,0,3,0,0,3,2,1,true,1,2,0,true,0,2
81447,5645,0,3,0,0,3,2,1,true,1,2,0,true,0,2
81469,5645,0,3,1,0,3,2,1,true,1,2,0,true,0,2
81470,5645,0,3,1,0,3,2,1,true,1,2,0,true,0,2
81496,5645,0,3,0,0,3,2,1,true,1,2,1,true,0,2
81499,5645,0,3,0,0,3,2,1,true,1,2,1,true,0,2
81500,5645,0,3,0,0,3,2,1,true,1,2,1,true,0,2
81504,5646,0,3,0,0,3,2,1,true,1,2,1,true,0,2
81501,5645,0,3,0,0,3,2,1,true,1,2,1,true,0,2
81511,5645,0,3,1,0,3,2,1,true,1,2,1,true,0,2
81557,5645,0,3,0,0,3,2,2,true,1,2,1,true,0,2
81513,5646,0,3,1,0,3,2,1,true,1,2,1,true,0,2
81559,5645,0,3,0,0,3,2,2,true,1,2,1,true,0,2
81582,5645,0,3,0,0,3,2,2,true,1,2,2,true,0,2
81580,5646,0,3,0,0,3,2,2,true,1,2,2,true,0,2
81583,5646,0,3,0,0,3,2,2,true,1,2,2,true,0,2
86113,5641,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86116,5642,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86115,5642,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86117,5642,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86118,5642,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86114,5641,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86120,5641,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86122,5642,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86121,5641,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86119,5641,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86123,5641,0,1,0,0,3,2,1,true,1,2,NA,NA,NA,NA
86133,5641,0,1,1,0,3,2,1,true,1,2,NA,NA,NA,NA
