HHID,Home,MemID,EpisodeID,OrigLoc,DestLoc,LeaveTime,TravelTime,BeginTime,EndTime,ActivityType,Mode,With,Charging
17100,5721,1,1,5721,5721,15:48+0,27,16:15+0,17:56+0,Social,Walking or Biking,Missing,NoCharging
17100,5721,1,2,5721,5721,17:56+0,16,18:12+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
17109,5721,0,0,5721,5721,03:00+0,0,03:00+0,15:44+0,Home,Missing,Missing,PrivateCharging
17109,5721,0,1,5721,2036,15:44+0,106,17:30+0,18:42+0,Services,Car as Passenger,Missing,SemiPublicCharging
17109,5721,0,2,2036,5721,18:42+0,106,20:28+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
17109,5721,1,0,5721,5721,03:00+0,0,03:00+0,13:15+0,Home,Missing,Missing,PrivateCharging
17109,5721,1,1,5721,5721,13:15+0,9,13:24+0,14:41+0,Social,Car,Missing,SemiPublicCharging
17109,5721,1,2,5721,5721,14:42+0,5,14:47+0,15:28+0,Business,Car,Missing,NoCharging
17109,5721,1,3,5721,5721,15:53+0,7,16:00+0,17:33+0,NonGroc,Car,Missing,SemiPublicCharging
17109,5721,1,4,5721,5721,17:33+0,9,17:42+0,03:00+1,Home,Car,Missing,PrivateCharging
17102,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:35+0,Home,Missing,Missing,NoCharging
17102,5721,0,1,5721,5721,06:35+0,7,06:42+0,12:50+0,Work,Car,Missing,NoCharging
17102,5721,0,2,5721,5721,12:50+0,8,12:58+0,03:00+1,Home,Car,Missing,NoCharging
17102,5721,1,0,5721,5721,03:00+0,0,03:00+0,06:57+0,Home,Missing,Missing,PrivateCharging
17102,5721,1,1,5721,9747,06:57+0,176,09:53+0,11:28+0,Work,Car,Missing,NoCharging
17102,5721,1,2,9747,9981,13:39+0,25,14:04+0,16:12+0,Work,Car,Missing,NoCharging
17102,5721,1,3,9981,9981,16:30+0,9,16:39+0,19:37+0,Social,Car,Missing,NoCharging
17102,5721,1,4,9981,9982,19:49+0,4,19:53+0,21:06+0,Leisure,Car,Missing,SemiPublicCharging
17102,5721,1,5,9982,5721,21:06+0,197,00:23+1,03:00+1,Home,Car,Missing,NoCharging
17113,5721,0,0,5721,5721,03:00+0,0,03:00+0,08:49+0,Home,Missing,Missing,NoCharging
17113,5721,0,1,5721,5721,08:49+0,26,09:15+0,13:50+0,Work,Walking or Biking,Missing,NoCharging
17113,5721,0,2,5721,5721,13:50+0,28,14:18+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
17113,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:06+0,Home,Missing,Missing,NoCharging
17113,5721,1,1,5721,5721,08:06+0,6,08:12+0,10:49+0,Work,Car,Missing,PublicCharging
17113,5721,1,2,5721,5721,10:49+0,5,10:54+0,13:18+0,Home,Car,Missing,PrivateCharging
17113,5721,1,3,5721,5656,13:18+0,18,13:36+0,15:02+0,Services,Car,Missing,NoCharging
17113,5721,1,4,5656,5721,15:21+0,18,15:39+0,18:19+0,Leisure,Car,Missing,NoCharging
17113,5721,1,5,5721,5721,18:52+0,8,19:00+0,22:03+0,Leisure,Car,Missing,NoCharging
17113,5721,1,6,5721,5721,22:03+0,8,22:11+0,03:00+1,Home,Car,Missing,NoCharging
17114,5721,0,0,5721,5721,03:00+0,0,03:00+0,14:19+0,Home,Missing,Missing,PrivateCharging
17114,5721,0,1,5721,9035,14:19+0,176,17:15+0,18:42+0,Social,Car,Missing,SemiPublicCharging
17114,5721,0,2,9035,5721,18:42+0,176,21:38+0,03:00+1,Home,Car,Missing,PrivateCharging
17114,5721,1,0,5721,5721,03:00+0,0,03:00+0,09:12+0,Home,Missing,Missing,PrivateCharging
17114,5721,1,1,5721,5721,09:12+0,6,09:18+0,11:16+0,Work,Car,Missing,NoCharging
17114,5721,1,2,5721,5721,11:16+0,7,11:23+0,12:23+0,Home,Car,Missing,NoCharging
17114,5721,1,3,5721,5721,12:23+0,14,12:37+0,15:29+0,Work,Walking or Biking,Missing,NoCharging
17114,5721,1,4,5721,5721,15:35+0,9,15:44+0,18:00+0,Other,Walking or Biking,Missing,NoCharging
17114,5721,1,5,5721,5721,18:00+0,10,18:10+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
17284,5721,0,0,5721,5721,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
17284,5721,1,0,5721,5721,03:00+0,0,03:00+0,09:09+0,Home,Missing,Missing,NoCharging
17284,5721,1,1,5721,5721,09:09+0,10,09:19+0,09:43+0,Business,Walking or Biking,Missing,NoCharging
17284,5721,1,2,5721,5721,09:44+0,23,10:07+0,13:43+0,Home,Walking or Biking,Missing,NoCharging
17284,5721,1,3,5721,5721,13:43+0,6,13:49+0,16:02+0,Business,Car,Missing,PublicCharging
17284,5721,1,4,5721,5721,16:02+0,7,16:09+0,03:00+1,Home,Car,Missing,PrivateCharging
17326,5721,0,0,5721,5721,03:00+0,0,03:00+0,12:42+0,Home,Missing,Missing,NoCharging
17326,5721,0,1,5721,5721,12:42+0,5,12:47+0,13:35+0,Groceries,Car,Missing,PublicCharging
17326,5721,0,2,5721,5721,14:12+0,7,14:19+0,14:45+0,Groceries,Car,Missing,NoCharging
17326,5721,0,3,5721,5721,14:45+0,9,14:54+0,03:00+1,Home,Car,Missing,PrivateCharging
17326,5721,1,0,5721,5721,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
17330,5721,0,0,5721,5721,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
17330,5721,1,0,5721,5721,03:00+0,0,03:00+0,12:58+0,Home,Missing,Missing,NoCharging
17330,5721,1,1,5721,5721,12:58+0,9,13:07+0,14:51+0,Services,Car,Missing,NoCharging
17330,5721,1,2,5721,5721,14:52+0,9,15:01+0,18:48+0,Home,Car,Missing,NoCharging
17330,5721,1,3,5721,5751,18:48+0,10,18:58+0,19:33+0,Business,Car,Missing,PublicCharging
17330,5721,1,4,5751,5721,19:33+0,10,19:43+0,03:00+1,Home,Car,Missing,PrivateCharging
17288,5721,0,0,5721,5721,03:00+0,0,03:00+0,14:11+0,Home,Missing,Missing,PrivateCharging
17288,5721,0,1,5721,5701,14:11+0,15,14:26+0,14:43+0,Groceries,Car,Missing,NoCharging
17288,5721,0,2,5701,5721,14:43+0,15,14:58+0,03:00+1,Home,Car,Missing,PrivateCharging
17288,5721,1,0,5721,5721,03:00+0,0,03:00+0,07:38+0,Home,Missing,Missing,PrivateCharging
17288,5721,1,1,5721,2141,07:38+0,105,09:23+0,16:09+0,Work,Car,Missing,NoCharging
17288,5721,1,2,2141,2013,16:09+0,11,16:20+0,16:25+0,Business,Car,Missing,NoCharging
17288,5721,1,3,2013,5721,16:25+0,108,18:13+0,03:00+1,Home,Car,Missing,PrivateCharging
17333,5721,0,0,5721,5721,03:00+0,0,03:00+0,14:17+0,Home,Missing,Missing,PrivateCharging
17333,5721,0,1,5721,5721,14:17+0,29,14:46+0,19:38+0,Leisure,Walking or Biking,Missing,NoCharging
17333,5721,0,2,5721,5721,19:38+0,17,19:55+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
17333,5721,1,0,5721,5721,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
18528,5721,0,0,5721,5721,03:00+0,0,03:00+0,08:20+0,Home,Missing,Missing,NoCharging
18528,5721,0,1,5721,5595,08:20+0,18,08:38+0,14:52+0,Work,Car,Missing,NoCharging
18528,5721,0,2,5595,5721,14:52+0,18,15:10+0,03:00+1,Home,Car,Missing,NoCharging
18528,5721,1,0,5721,5721,03:00+0,0,03:00+0,07:28+0,Home,Missing,Missing,PrivateCharging
18528,5721,1,1,5721,5721,07:28+0,20,07:48+0,16:46+0,Work,Walking or Biking,Missing,NoCharging
18528,5721,1,2,5721,5721,16:46+0,17,17:03+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
17337,5724,0,0,5724,5724,03:00+0,0,03:00+0,08:43+0,Home,Missing,Missing,NoCharging
17337,5724,0,1,5724,5725,08:43+0,10,08:53+0,13:36+0,Work,Car,Missing,PublicCharging
17337,5724,0,2,5725,5724,13:36+0,10,13:46+0,16:27+0,Home,Car,Missing,PrivateCharging
17337,5724,0,3,5724,4847,16:31+0,54,17:25+0,18:14+0,Services,Car,Missing,NoCharging
17337,5724,0,4,4847,5724,18:14+0,54,19:08+0,03:00+1,Home,Car,Missing,PrivateCharging
17337,5724,1,0,5724,5724,03:00+0,0,03:00+0,15:14+0,Home,Missing,Missing,PrivateCharging
17337,5724,1,1,5724,3312,15:14+0,81,16:35+0,17:38+0,Social,Car as Passenger,Missing,PublicCharging
17337,5724,1,2,3312,3312,17:38+0,6,17:44+0,17:54+0,Groceries,Car as Passenger,Missing,NoCharging
17337,5724,1,3,3312,5725,17:54+0,85,19:19+0,22:40+0,Leisure,Car as Passenger,Missing,PublicCharging
17337,5724,1,4,5725,5724,22:40+0,10,22:50+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
18609,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:16+0,Home,Missing,Missing,NoCharging
18609,5721,0,1,5721,5731,06:16+0,17,06:33+0,17:51+0,Work,Car,Missing,NoCharging
18609,5721,0,2,5731,5721,17:51+0,17,18:08+0,03:00+1,Home,Car,Missing,NoCharging
18609,5721,1,0,5721,5721,03:00+0,0,03:00+0,06:59+0,Home,Missing,Missing,NoCharging
18609,5721,1,1,5721,5652,06:59+0,21,07:20+0,17:39+0,Work,Car,Missing,PublicCharging
18609,5721,1,2,5652,5721,17:39+0,21,18:00+0,03:00+1,Home,Car,Missing,PrivateCharging
18607,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:51+0,Home,Missing,Missing,PrivateCharging
18607,5721,0,1,5721,5623,06:51+0,25,07:16+0,11:52+0,Work,Car,Missing,NoCharging
18607,5721,0,2,5623,5721,11:52+0,25,12:17+0,14:09+0,Home,Car,Missing,PrivateCharging
18607,5721,0,3,5721,5623,14:09+0,25,14:34+0,19:35+0,Work,Car,Missing,FastCharging
18607,5721,0,4,5623,5721,19:35+0,25,20:00+0,03:00+1,Home,Car,Missing,NoCharging
18607,5721,1,0,5721,5721,03:00+0,0,03:00+0,07:13+0,Home,Missing,Missing,PrivateCharging
18607,5721,1,1,5721,5672,07:13+0,23,07:36+0,15:41+0,Work,Car,Missing,NoCharging
18607,5721,1,2,5672,5721,15:41+0,23,16:04+0,03:00+1,Home,Car,Missing,PrivateCharging
18610,5721,0,0,5721,5721,03:00+0,0,03:00+0,07:42+0,Home,Missing,Missing,PrivateCharging
18610,5721,0,1,5721,5721,07:42+0,11,07:53+0,16:46+0,Work,Walking or Biking,Missing,NoCharging
18610,5721,0,2,5721,5721,16:46+0,22,17:08+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18610,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:09+0,Home,Missing,Missing,NoCharging
18610,5721,1,1,5721,5705,08:09+0,13,08:22+0,13:37+0,Work,Car,Missing,NoCharging
18610,5721,1,2,5705,5721,13:37+0,13,13:50+0,03:00+1,Home,Car,Missing,PrivateCharging
18611,5721,0,0,5721,5721,03:00+0,0,03:00+0,07:40+0,Home,Missing,Missing,NoCharging
18611,5721,0,1,5721,6021,07:40+0,30,08:10+0,18:39+0,Work,Car,Missing,FastCharging
18611,5721,0,2,6021,5611,18:39+0,22,19:01+0,19:16+0,Social,Car,Missing,NoCharging
18611,5721,0,3,5611,5724,19:35+0,19,19:54+0,21:17+0,NonGroc,Car,Missing,NoCharging
18611,5721,0,4,5724,5721,21:17+0,5,21:22+0,03:00+1,Home,Car,Missing,PrivateCharging
18611,5721,1,0,5721,5721,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
18684,5721,0,0,5721,5721,03:00+0,0,03:00+0,08:00+0,Home,Missing,Missing,NoCharging
18684,5721,0,1,5721,5721,08:00+0,6,08:06+0,14:19+0,Work,Car,Missing,NoCharging
18684,5721,0,2,5721,5721,14:19+0,7,14:26+0,03:00+1,Home,Car,Missing,NoCharging
18684,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:23+0,Home,Missing,Missing,NoCharging
18684,5721,1,1,5721,5721,08:23+0,13,08:36+0,14:15+0,Work,Walking or Biking,Missing,NoCharging
18684,5721,1,2,5721,5721,14:15+0,18,14:33+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18535,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:46+0,Home,Missing,Missing,NoCharging
18535,5721,0,1,5721,5721,06:46+0,9,06:55+0,16:10+0,Work,Car,Missing,SemiPublicCharging
18535,5721,0,2,5721,5721,16:10+0,8,16:18+0,03:00+1,Home,Car,Missing,NoCharging
18535,5721,1,0,5721,5721,03:00+0,0,03:00+0,11:51+0,Home,Missing,Missing,NoCharging
18535,5721,1,1,5721,5712,11:51+0,13,12:04+0,12:09+0,BringGet,Car as Passenger,Missing,PublicCharging
18535,5721,1,2,5712,5615,12:09+0,26,12:35+0,12:40+0,BringGet,Car as Passenger,Missing,PublicCharging
18535,5721,1,3,5615,5721,12:40+0,20,13:00+0,13:05+0,Home,Car as Passenger,Missing,PrivateCharging
18535,5721,1,4,5721,5622,13:05+0,25,13:30+0,13:35+0,BringGet,Car,Missing,NoCharging
18535,5721,1,5,5622,5721,13:35+0,25,14:00+0,14:25+0,Leisure,Car,Missing,NoCharging
18535,5721,1,6,5721,4701,14:25+0,71,15:36+0,15:38+0,Services,Car,Missing,PublicCharging
18535,5721,1,7,4701,4701,15:42+0,8,15:50+0,15:56+0,BringGet,Car,Missing,FastCharging
18535,5721,1,8,4701,5721,15:56+0,71,17:07+0,03:00+1,Home,Car,Missing,NoCharging
18683,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:57+0,Home,Missing,Missing,NoCharging
18683,5721,0,1,5721,5721,06:57+0,14,07:11+0,16:29+0,Work,Walking or Biking,Missing,NoCharging
18683,5721,0,2,5721,5721,17:09+0,9,17:18+0,17:36+0,Groceries,Walking or Biking,Missing,NoCharging
18683,5721,0,3,5721,5721,17:36+0,18,17:54+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18683,5721,1,0,5721,5721,03:00+0,0,03:00+0,07:51+0,Home,Missing,Missing,PrivateCharging
18683,5721,1,1,5721,5623,07:51+0,25,08:16+0,16:45+0,Work,Car,Missing,FastCharging
18683,5721,1,2,5623,5623,17:12+0,8,17:20+0,17:25+0,Leisure,Car,Missing,NoCharging
18683,5721,1,3,5623,5721,17:25+0,25,17:50+0,03:00+1,Home,Car,Missing,NoCharging
18685,5725,0,0,5725,5725,03:00+0,0,03:00+0,05:13+0,Home,Missing,Missing,PrivateCharging
18685,5725,0,1,5725,3582,05:13+0,80,06:33+0,16:14+0,Work,Car,Missing,PublicCharging
18685,5725,0,2,3582,3582,16:15+0,6,16:21+0,16:27+0,Business,Car,Missing,PublicCharging
18685,5725,0,3,3582,5725,16:27+0,80,17:47+0,03:00+1,Home,Car,Missing,PrivateCharging
18685,5725,1,0,5725,5725,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
18686,5721,0,0,5721,5721,03:00+0,0,03:00+0,08:09+0,Home,Missing,Missing,PrivateCharging
18686,5721,0,1,5721,5721,08:09+0,10,08:19+0,14:20+0,Work,Walking or Biking,Missing,NoCharging
18686,5721,0,2,5721,5721,14:20+0,12,14:32+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18686,5721,1,0,5721,5721,03:00+0,0,03:00+0,14:28+0,Home,Missing,Missing,PrivateCharging
18686,5721,1,1,5721,5708,14:28+0,18,14:46+0,15:05+0,Groceries,Car,Missing,SemiPublicCharging
18686,5721,1,2,5708,5721,15:05+0,18,15:23+0,03:00+1,Home,Car,Missing,NoCharging
18697,5721,0,0,5721,5721,03:00+0,0,03:00+0,16:07+0,Home,Missing,Missing,NoCharging
18697,5721,0,1,5721,5707,16:07+0,15,16:22+0,17:53+0,Services,Car,Missing,SemiPublicCharging
18697,5721,0,2,5707,5721,17:53+0,15,18:08+0,03:00+1,Home,Car,Missing,PrivateCharging
18697,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:02+0,Home,Missing,Missing,PrivateCharging
18697,5721,1,1,5721,6067,08:02+0,35,08:37+0,17:48+0,Work,Car as Passenger,Missing,PublicCharging
18697,5721,1,2,6067,5721,17:48+0,35,18:23+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
18764,5721,0,0,5721,5721,03:00+0,0,03:00+0,14:14+0,Home,Missing,Missing,PrivateCharging
18764,5721,0,1,5721,5725,14:14+0,17,14:31+0,14:53+0,Groceries,Walking or Biking,Missing,NoCharging
18764,5721,0,2,5725,5721,14:53+0,17,15:10+0,17:20+0,Home,Walking or Biking,Missing,NoCharging
18764,5721,0,3,5721,5721,17:20+0,12,17:32+0,21:27+0,Social,Walking or Biking,Missing,NoCharging
18764,5721,0,4,5721,5721,21:27+0,25,21:52+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18764,5721,1,0,5721,5721,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
18765,5725,0,0,5725,5725,03:00+0,0,03:00+0,07:58+0,Home,Missing,Missing,NoCharging
18765,5725,0,1,5725,5757,07:58+0,10,08:08+0,16:41+0,Work,Car,Missing,NoCharging
18765,5725,0,2,5757,5725,16:41+0,10,16:51+0,19:33+0,Home,Car,Missing,NoCharging
18765,5725,0,3,5725,5721,19:34+0,17,19:51+0,19:59+0,Business,Walking or Biking,Missing,NoCharging
18765,5725,0,4,5721,5725,19:59+0,17,20:16+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18765,5725,1,0,5725,5725,03:00+0,0,03:00+0,14:04+0,Home,Missing,Missing,PrivateCharging
18765,5725,1,1,5725,5725,14:04+0,22,14:26+0,14:45+0,Social,Walking or Biking,Missing,NoCharging
18765,5725,1,2,5725,5725,14:45+0,7,14:52+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18768,5721,0,0,5721,5721,03:00+0,0,03:00+0,09:19+0,Home,Missing,Missing,FastCharging
18768,5721,0,1,5721,5721,09:19+0,9,09:28+0,11:44+0,Work,Car,Missing,SemiPublicCharging
18768,5721,0,2,5721,5721,11:44+0,5,11:49+0,03:00+1,Home,Car,Missing,NoCharging
18768,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:21+0,Home,Missing,Missing,FastCharging
18768,5721,1,1,5721,5721,08:21+0,7,08:28+0,16:31+0,Work,Car,Missing,NoCharging
18768,5721,1,2,5721,5721,16:31+0,9,16:40+0,03:00+1,Home,Car,Missing,NoCharging
18767,5721,0,0,5721,5721,03:00+0,0,03:00+0,07:13+0,Home,Missing,Missing,PrivateCharging
18767,5721,0,1,5721,5701,07:13+0,15,07:28+0,16:21+0,Work,Car,Missing,SemiPublicCharging
18767,5721,0,2,5701,5721,16:21+0,15,16:36+0,03:00+1,Home,Car,Missing,PrivateCharging
18767,5721,1,0,5721,5721,03:00+0,0,03:00+0,07:57+0,Home,Missing,Missing,PrivateCharging
18767,5721,1,1,5721,5721,07:57+0,5,08:02+0,08:04+0,Touring,Car,Missing,NoCharging
18767,5721,1,2,5721,5721,08:04+0,7,08:11+0,17:23+0,Work,Car,Missing,NoCharging
18767,5721,1,3,5721,5721,17:23+0,6,17:29+0,03:00+1,Home,Car,Missing,NoCharging
18774,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:12+0,Home,Missing,Missing,PrivateCharging
18774,5721,0,1,5721,4322,06:12+0,132,08:24+0,12:19+0,Work,Car,Missing,SemiPublicCharging
18774,5721,0,2,4322,5721,12:19+0,132,14:31+0,15:10+0,Home,Car,Missing,NoCharging
18774,5721,0,3,5721,5721,17:17+0,5,17:22+0,17:42+0,Services,Car,Missing,NoCharging
18774,5721,0,4,5721,5721,17:42+0,5,17:47+0,03:00+1,Home,Car,Missing,NoCharging
18774,5721,1,0,5721,5721,03:00+0,0,03:00+0,06:41+0,Home,Missing,Missing,NoCharging
18774,5721,1,1,5721,5701,06:41+0,15,06:56+0,15:58+0,Work,Car,Missing,NoCharging
18774,5721,1,2,5701,5721,15:58+0,15,16:13+0,03:00+1,Home,Car,Missing,NoCharging
18773,5721,0,0,5721,5721,03:00+0,0,03:00+0,12:38+0,Home,Missing,Missing,PrivateCharging
18773,5721,0,1,5721,5721,12:38+0,18,12:56+0,13:19+0,NonGroc,Walking or Biking,Missing,NoCharging
18773,5721,0,2,5721,5721,13:19+0,29,13:48+0,14:08+0,Home,Walking or Biking,Missing,NoCharging
18773,5721,0,3,5721,5321,14:08+0,52,15:00+0,15:12+0,Groceries,Car,Missing,NoCharging
18773,5721,0,4,5321,5721,15:12+0,52,16:04+0,03:00+1,Home,Car,Missing,NoCharging
18773,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:35+0,Home,Missing,Missing,PrivateCharging
18773,5721,1,1,5721,5705,08:35+0,13,08:48+0,13:41+0,Work,Car,Missing,NoCharging
18773,5721,1,2,5705,5721,13:41+0,13,13:54+0,03:00+1,Home,Car,Missing,NoCharging
18775,5721,0,0,5721,5721,03:00+0,0,03:00+0,07:05+0,Home,Missing,Missing,PrivateCharging
18775,5721,0,1,5721,6075,07:05+0,48,07:53+0,17:23+0,Work,Car,Missing,NoCharging
18775,5721,0,2,6075,5721,17:23+0,48,18:11+0,03:00+1,Home,Car,Missing,NoCharging
18775,5721,1,0,5721,5721,03:00+0,0,03:00+0,07:55+0,Home,Missing,Missing,PrivateCharging
18775,5721,1,1,5721,5721,07:55+0,20,08:15+0,11:29+0,Work,Walking or Biking,Missing,NoCharging
18775,5721,1,2,5721,5721,11:30+0,18,11:48+0,13:24+0,Home,Walking or Biking,Missing,NoCharging
18775,5721,1,3,5721,5721,13:35+0,17,13:52+0,15:16+0,Work,Walking or Biking,Missing,NoCharging
18775,5721,1,4,5721,5721,15:16+0,29,15:45+0,16:15+0,Services,Walking or Biking,Missing,NoCharging
18775,5721,1,5,5721,5721,16:15+0,13,16:28+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18778,5725,0,0,5725,5725,03:00+0,0,03:00+0,07:33+0,Home,Missing,Missing,NoCharging
18778,5725,0,1,5725,5641,07:33+0,25,07:58+0,16:31+0,Work,Car,Missing,NoCharging
18778,5725,0,2,5641,5725,16:31+0,25,16:56+0,03:00+1,Home,Car,Missing,NoCharging
18778,5725,1,0,5725,5725,03:00+0,0,03:00+0,08:11+0,Home,Missing,Missing,NoCharging
18778,5725,1,1,5725,5725,08:11+0,5,08:16+0,11:55+0,Work,Car,Missing,PublicCharging
18778,5725,1,2,5725,5725,11:55+0,8,12:03+0,13:00+0,Home,Car,Missing,PublicCharging
18778,5725,1,3,5725,5725,13:03+0,5,13:08+0,18:00+0,Work,Car,Missing,NoCharging
18778,5725,1,4,5725,5725,18:00+0,7,18:07+0,03:00+1,Home,Car,Missing,PrivateCharging
18776,5721,0,0,5721,5721,03:00+0,0,03:00+0,08:50+0,Home,Missing,Missing,NoCharging
18776,5721,0,1,5721,5721,08:50+0,21,09:11+0,17:49+0,Work,Walking or Biking,Missing,NoCharging
18776,5721,0,2,5721,5701,17:49+0,63,18:52+0,18:57+0,Business,Walking or Biking,Missing,NoCharging
18776,5721,0,3,5701,5721,18:57+0,63,20:00+0,20:05+0,BringGet,Walking or Biking,Missing,NoCharging
18776,5721,0,4,5721,5721,20:05+0,17,20:22+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18776,5721,1,0,5721,5721,03:00+0,0,03:00+0,12:09+0,Home,Missing,Missing,NoCharging
18776,5721,1,1,5721,9713,12:09+0,173,15:02+0,16:38+0,Social,Car,Missing,SemiPublicCharging
18776,5721,1,2,9713,9713,17:06+0,8,17:14+0,17:37+0,Services,Car,Missing,PublicCharging
18776,5721,1,3,9713,5721,17:37+0,173,20:30+0,03:00+1,Home,Car,Missing,SemiPublicCharging
18781,5724,0,0,5724,5724,03:00+0,0,03:00+0,09:20+0,Home,Missing,Missing,NoCharging
18781,5724,0,1,5724,5724,09:20+0,5,09:25+0,13:35+0,Work,Car,Missing,NoCharging
18781,5724,0,2,5724,5724,13:35+0,5,13:40+0,03:00+1,Home,Car,Missing,NoCharging
18781,5724,1,0,5724,5724,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PublicCharging
18780,5725,0,0,5725,5725,03:00+0,0,03:00+0,15:32+0,Home,Missing,Missing,PrivateCharging
18780,5725,0,1,5725,5643,15:32+0,21,15:53+0,16:12+0,Groceries,Car as Passenger,Missing,NoCharging
18780,5725,0,2,5643,5704,16:18+0,22,16:40+0,16:56+0,Groceries,Car as Passenger,Missing,PublicCharging
18780,5725,0,3,5704,5725,16:56+0,14,17:10+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
18780,5725,1,0,5725,5725,03:00+0,0,03:00+0,07:35+0,Home,Missing,Missing,NoCharging
18780,5725,1,1,5725,6034,07:35+0,21,07:56+0,11:02+0,Work,Car,Missing,NoCharging
18780,5725,1,2,6034,5725,11:02+0,21,11:23+0,13:42+0,Home,Car,Missing,PrivateCharging
18780,5725,1,3,5725,6001,13:42+0,26,14:08+0,14:14+0,Leisure,Car,Missing,PublicCharging
18780,5725,1,4,6001,5725,14:14+0,26,14:40+0,17:33+0,Home,Car,Missing,SemiPublicCharging
18780,5725,1,5,5725,5551,17:33+0,27,18:00+0,22:07+0,Touring,Car,Missing,SemiPublicCharging
18780,5725,1,6,5551,5725,22:07+0,27,22:34+0,03:00+1,Home,Car,Missing,NoCharging
18783,5721,0,0,5721,5721,03:00+0,0,03:00+0,06:56+0,Home,Missing,Missing,NoCharging
18783,5721,0,1,5721,3582,06:56+0,118,08:54+0,10:32+0,Work,Public Transport,Missing,NoCharging
18783,5721,0,2,3582,3582,13:06+0,16,13:22+0,15:05+0,Work,Public Transport,Missing,NoCharging
18783,5721,0,3,3582,3521,15:05+0,34,15:39+0,17:05+0,Business,Public Transport,Missing,NoCharging
18783,5721,0,4,3521,5721,17:05+0,115,19:00+0,03:00+1,Home,Public Transport,Missing,NoCharging
18783,5721,1,0,5721,5721,03:00+0,0,03:00+0,14:20+0,Home,Missing,Missing,NoCharging
18783,5721,1,1,5721,5721,14:20+0,8,14:28+0,16:02+0,Social,Car,Missing,NoCharging
18783,5721,1,2,5721,5721,16:02+0,7,16:09+0,03:00+1,Home,Car,Missing,PrivateCharging
18790,5721,0,0,5721,5721,03:00+0,0,03:00+0,07:14+0,Home,Missing,Missing,PrivateCharging
18790,5721,0,1,5721,5721,07:14+0,9,07:23+0,16:07+0,Work,Car,Missing,NoCharging
18790,5721,0,2,5721,5721,16:07+0,8,16:15+0,03:00+1,Home,Car,Missing,PrivateCharging
18790,5721,1,0,5721,5721,03:00+0,0,03:00+0,08:05+0,Home,Missing,Missing,NoCharging
18790,5721,1,1,5721,5721,08:05+0,6,08:11+0,14:23+0,Work,Car,Missing,SemiPublicCharging
18790,5721,1,2,5721,5721,14:23+0,9,14:32+0,03:00+1,Home,Car,Missing,NoCharging
18788,5725,0,0,5725,5725,03:00+0,0,03:00+0,12:37+0,Home,Missing,Missing,NoCharging
18788,5725,0,1,5725,5721,12:37+0,17,12:54+0,13:45+0,Services,Walking or Biking,Missing,NoCharging
18788,5725,0,2,5721,5725,13:45+0,17,14:02+0,17:13+0,Home,Walking or Biking,Missing,NoCharging
18788,5725,0,3,5725,5725,17:13+0,6,17:19+0,20:02+0,Touring,Walking or Biking,Missing,NoCharging
18788,5725,0,4,5725,5725,20:02+0,9,20:11+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
18788,5725,1,0,5725,5725,03:00+0,0,03:00+0,14:03+0,Home,Missing,Missing,PrivateCharging
