"","HHID","Home","Urb","Comp","Child","Day","SEC","NumCars","Age","Driver","Gender","Wstat","pAge","pDriver","pGender","pWstat","Lng","Lat","PC6"
"576",61654,5627,2,3,0,0,3,2,2,"true",1,2,1,"true",0,1,5.44710970113683,51.4878836896095,"5627NH"
"577",61789,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.42399316221046,51.4764584131849,"5626BE"
"578",61803,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.44090591616407,51.4924052154742,"5627TS"
"579",61814,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.44014625367479,51.4885635811077,"5627EM"
"580",61805,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.45281936567693,51.4848965913027,"5627KT"
"581",61820,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.45110300241428,51.4973747889841,"5627NZ"
"582",61811,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.43284516457356,51.480838375052,"5626DV"
"583",61821,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.44949246348286,51.4876531703015,"5627MC"
"584",61823,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.43786207745238,51.4726313614363,"5626HA"
"585",61819,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.43187100966463,51.4883969356423,"5627WD"
"586",61830,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.43706494769643,51.4811724832493,"5627BX"
"587",61832,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.4506139357047,51.4776536665079,"5627HE"
"588",62036,5627,2,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.44881930187644,51.4840946115525,"5627KZ"
"589",63226,5627,2,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.43783427862045,51.4812928161013,"5627BL"
"590",63217,5627,2,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.43956584469015,51.4885907602212,"5627JL"
"591",63218,5627,2,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.43959983596435,51.491855533788,"5627TS"
"592",63310,5627,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.44834096056443,51.4796883984485,"5627JN"
"593",63228,5626,2,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.42554076243673,51.4767091426708,"5626BE"
"594",63313,5626,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.42644005938354,51.4816240207091,"5626DS"
"595",63316,5626,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.42744363601568,51.4778495140125,"5626AR"
"596",63409,5627,2,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.43826201250504,51.4791883257939,"5627BZ"
"597",63406,5627,2,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.44634243553661,51.4837998620684,"5627LH"
"598",63513,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.44720993345277,51.4934302585058,"5627PD"
"599",63427,5627,2,3,0,0,3,2,1,"true",1,2,2,"true",0,2,5.43820598889293,51.4903218154821,"5627TE"
"600",63511,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.43519414127807,51.4864815555976,"5627VN"
"601",63518,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.45060127532754,51.48677079944,"5627MC"
"602",63514,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.43387969699403,51.4791770142005,"5626AK"
"603",63519,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.43638782894106,51.4727629009516,"5626HA"
"604",63520,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.44239749643927,51.4871941769792,"5627DX"
"605",63526,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.44648331454969,51.4823905106528,"5627GP"
"606",63532,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.43347439209848,51.4747640934706,"5626HE"
"607",63522,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.4318410824168,51.4753559202012,"5626HH"
"608",63536,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.4435650407734,51.4803498018404,"5627GH"
"609",63535,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.44420982800219,51.4858828270028,"5627KW"
"610",63533,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.43734114213172,51.4800211067025,"5627BP"
"611",63544,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.42579338458949,51.4827467446115,"5626BC"
"612",63538,5626,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.42548025090284,51.4787267293691,"5626DJ"
"613",63539,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.44345827168642,51.4901401386063,"5627RA"
"614",63552,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.43438528784137,51.4863648657735,"5627VG"
"615",63562,5627,2,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.44336856415392,51.483159966471,"5627CB"
"616",63550,5627,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.45079983158381,51.479339168582,"5627HD"
"617",67770,5655,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.44076657692603,51.4169546397397,"5655BA"
"618",67771,5655,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.43669829388737,51.4133316665761,"5655HM"
"619",67772,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45001629411832,51.4207854112247,"5654PX"
"620",67774,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45660310903164,51.4237183363481,"5654SL"
"621",67775,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.46097268471271,51.4286567386094,"5654NN"
"622",67776,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.46201809007784,51.4194151370009,"5654ED"
"623",67773,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45863760851658,51.4170216938056,"5654JE"
"624",67777,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.4562500486727,51.4243021298369,"5654RL"
"625",67780,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45925344293204,51.4243019994641,"5654SR"
"626",67779,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45481280723201,51.4174136627017,"5654EJ"
"627",67788,5654,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45706793435414,51.4255072853214,"5654RG"
"628",67778,5654,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.4598475796171,51.4240356975839,"5654PR"
"629",67790,5654,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45767836976185,51.4233541701212,"5654PR"
"630",67789,5654,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.45195935302514,51.4191326089271,"5654HP"
"631",67885,5654,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.45355778029813,51.41925169006,"5654DL"
"632",67884,5655,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.44480046846892,51.4168222098715,"5655AE"
"633",67883,5654,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.46588696335878,51.422167274984,"5654CZ"
"634",67886,5655,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.44494160023501,51.413509374375,"5655CB"
"635",67887,5654,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.46083910221703,51.417505750126,"5654GE"
"636",67889,5654,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.46186613888927,51.4209933326314,"5654DR"
"637",67888,5654,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.46265611202148,51.4197502540331,"5654ED"
"638",67892,5654,0,1,1,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.46492146469765,51.420846493061,"5654BH"
"639",67891,5654,0,1,1,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.44825248051771,51.4200620394409,"5654LX"
"640",68579,5655,0,2,0,0,3,2,2,"true",1,2,1,"true",0,0,5.4465782039994,51.4137957101686,"5655CM"
"641",68531,5655,0,2,1,0,3,2,1,"true",1,2,0,"true",0,0,5.43347834370298,51.4115509760791,"5655JB"
"642",68551,5654,0,2,0,0,3,2,1,"true",1,2,1,"true",0,0,5.45003834844106,51.4213718653331,"5654PZ"
"643",68580,5654,0,2,0,0,3,2,2,"true",1,2,1,"true",0,0,5.4479153460154,51.4168180766368,"5654KC"
"644",68605,5654,0,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.45018001271435,51.4183413920711,"5654HW"
"645",68603,5654,0,2,0,0,3,2,2,"true",1,2,2,"false",0,0,5.46359939479772,51.4242016649167,"5654AG"
"646",68604,5654,0,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.44971200573812,51.4180395485428,"5654KH"
"647",68609,5654,0,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.46556528197634,51.4217818454503,"5654CT"
"648",69158,5654,0,3,1,0,3,2,1,"true",1,2,0,"true",0,1,5.46227169664892,51.4224447087517,"5654DN"
"649",69159,5654,0,3,1,0,3,2,1,"true",1,2,0,"true",0,1,5.46521660413285,51.4221382267424,"5654CT"
"650",69221,5654,0,3,0,0,3,2,1,"true",1,2,1,"true",0,1,5.45337620287765,51.4203373907887,"5654MB"
"651",69160,5654,0,3,1,0,3,2,1,"true",1,2,0,"true",0,1,5.46320047361381,51.4198396085586,"5654EB"
"652",69222,5654,0,3,0,0,3,2,1,"true",1,2,1,"true",0,1,5.47038247950286,51.4255662064407,"5654AS"
"653",69361,5655,0,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.43936234111381,51.4118174761035,"5655HG"
"654",69371,5654,0,3,0,0,3,2,3,"true",1,2,2,"true",0,1,5.45984254379878,51.4171816786985,"5654GB"
"655",69358,5654,0,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.46157436220726,51.4281509616272,"5654NM"
"656",69223,5654,0,3,0,0,3,2,1,"true",1,2,1,"true",0,1,5.45113848233927,51.4177312746091,"5654KE"
"657",69372,5655,0,3,0,0,3,2,3,"true",1,2,2,"true",0,1,5.44119223072188,51.4145051735019,"5655HW"
"658",69373,5654,0,3,0,0,3,2,3,"true",1,2,2,"true",0,1,5.47040888061896,51.4239887811343,"5654AS"
"659",70457,5655,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.44026817875561,51.4120518433993,"5655CC"
"660",70455,5654,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.46379373766007,51.4213717426624,"5654EC"
"661",70454,5655,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.43930692084236,51.4124269321489,"5655HG"
"662",70482,5654,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.44690709445303,51.4197927563654,"5654KN"
"663",70483,5654,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.44790879960841,51.4203138799206,"5654KT"
"664",70486,5655,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.43524141347403,51.4122716183561,"5655JB"
"665",70501,5654,0,3,1,0,3,2,0,"true",1,2,1,"true",0,2,5.45319701605637,51.4168792445864,"5654HB"
"666",70485,5655,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.44714241905089,51.4150320093399,"5655BJ"
"667",70502,5655,0,3,1,0,3,2,0,"true",1,2,1,"true",0,2,5.44644090902417,51.4140901702141,"5655CM"
"668",70525,5655,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.44193923731609,51.4116182232626,"5655CC"
"669",70526,5654,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.44778885164405,51.418544662813,"5654KW"
"670",70528,5654,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.46098989487575,51.4185190531894,"5654GA"
"671",70532,5654,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.45485714254071,51.4233623771366,"5654RN"
"672",70484,5655,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.4388301770999,51.4132729534079,"5655HG"
"673",70603,5655,0,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.43550829234247,51.4163642729276,"5655JC"
"674",70604,5655,0,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.44390009855368,51.4185288075482,"5655AT"
"675",70636,5654,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.46477484379022,51.4192908196285,"5654BS"
"676",70635,5654,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.45487654799973,51.422914094129,"5654SH"
"677",70546,5655,0,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.44165824284112,51.4183606186669,"5655BC"
"678",70639,5654,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.4587191488365,51.4238504476282,"5654SR"
"679",70640,5654,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.45822916594708,51.422987188445,"5654PM"
"680",70638,5654,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.46391428171225,51.419870216082,"5654BL"
"681",75360,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.47761293420203,51.4218030839878,"5644TV"
"682",75358,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.49666569140891,51.409029613762,"5644DV"
"683",75362,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.48285546311434,51.4127484859063,"5644RD"
"684",75363,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.4892132727507,51.4129274200236,"5644HM"
"685",75359,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.48149901073425,51.4082200601116,"5644RG"
"686",75361,5643,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.49913545903676,51.4199172203623,"5643EK"
"687",75364,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.49003627478717,51.415783180093,"5644BH"
"688",75365,5643,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50580889450267,51.4243302959359,"5643NB"
"689",75366,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.48664602457623,51.4221253915699,"5644NL"
"690",75368,5643,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50132940780779,51.4193517658529,"5643EA"
"691",75369,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.49491241693449,51.421326175881,"5644AB"
"692",75367,5644,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.48394774798472,51.4225161616539,"5644TG"
"693",75371,5643,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50260512672025,51.4228305890393,"5643ML"
"694",75370,5643,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50039960727808,51.4188530982069,"5643GK"
"695",75381,5644,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.47903738743515,51.4229873896212,"5644TV"
"696",75382,5644,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.48878989534642,51.4104973634069,"5644BS"
"697",75380,5644,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.47714109603202,51.4226331410699,"5644TV"
"698",75478,5643,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.49900564967619,51.4201800384134,"5643EK"
"699",75480,5643,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.5000872672211,51.4262515256721,"5643PM"
"700",75479,5644,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.47809248311708,51.4216394632998,"5644TV"
"701",75477,5643,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.50653135902112,51.4296663111834,"5643TA"
"702",75482,5643,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.50358897490627,51.4243551393716,"5643MB"
"703",75481,5643,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.49951407117187,51.4198462901102,"5643EL"
"704",75483,5643,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.50325512061465,51.4195904325722,"5643LM"
"705",75485,5643,0,1,1,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.50520775125791,51.4301943472661,"5643TD"
"706",75486,5644,0,1,1,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.49828692739986,51.410737207029,"5644DV"
"707",76250,5643,0,2,0,0,3,2,2,"true",1,2,1,"true",0,0,5.49664335907619,51.422673240082,"5643BM"
"708",76214,5643,0,2,0,0,3,2,1,"true",1,2,1,"true",0,0,5.49732134782395,51.421825804509,"5643CE"
"709",76213,5644,0,2,0,0,3,2,1,"true",1,2,1,"true",0,0,5.48998450804649,51.4215605391323,"5644PK"
"710",76270,5644,0,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.49070535641591,51.419747792345,"5644KH"
"711",77014,5644,0,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.48546408373742,51.4179775328915,"5644RB"
"712",76991,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,1,5.49676829380278,51.4089069059033,"5644DV"
"713",76989,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,1,5.49557688857993,51.4192973417156,"5644EV"
"714",77016,5643,0,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.49861120846151,51.4263828063237,"5643PG"
"715",77143,5644,0,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.48109072648789,51.4181034620673,"5644ST"
"716",77148,5644,0,3,0,0,3,2,3,"true",1,2,2,"true",0,1,5.48973645624803,51.4185371699397,"5644KK"
"717",77257,5644,0,2,0,0,3,2,1,"true",1,0,1,"true",0,2,5.48028784126901,51.4232202217983,"5644TV"
"718",77313,5643,0,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.49848756008119,51.4262170520574,"5643PG"
"719",77017,5644,0,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.4993429744018,51.4117589868298,"5644DL"
"720",77291,5644,0,2,0,0,3,2,2,"true",1,0,1,"true",0,2,5.48346683499219,51.4225493801256,"5644TH"
"721",78409,5643,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.50271465835616,51.4219084724628,"5643KG"
"722",78442,5644,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.48811970677528,51.4162291593553,"5644BJ"
"723",78412,5643,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.50664392673525,51.428394250129,"5643VD"
"724",78450,5643,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.50401754131162,51.4297806544905,"5643RD"
"725",78451,5643,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.50138488594393,51.4236795470794,"5643NP"
"726",78468,5643,0,3,0,0,3,2,0,"true",1,2,1,"true",0,2,5.50267642367869,51.4277859841064,"5643RB"
"727",78469,5643,0,3,0,0,3,2,0,"true",1,2,1,"true",0,2,5.5079614548152,51.4267950812432,"5643VK"
"728",78510,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.48432436903264,51.4160406150485,"5644RB"
"729",78446,5644,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.48591904455992,51.4114815955591,"5644HJ"
"730",78478,5643,0,3,1,0,3,2,0,"true",1,2,1,"true",0,2,5.49862614210231,51.425053254023,"5643PP"
"731",78514,5643,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.49841096766324,51.4163547288637,"5643JG"
"732",78512,5643,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.50197384787799,51.4289269760259,"5643PT"
"733",78519,5643,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.50646763021334,51.4248895264237,"5643NB"
"734",78520,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.49029299848156,51.4200457237336,"5644ND"
"735",78517,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.49349253701244,51.4174866569564,"5644CB"
"736",78524,5643,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.50378477335396,51.4215495397718,"5643KG"
"737",78526,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.49665895038506,51.4100050301249,"5644DV"
"738",78511,5644,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.48260170602452,51.4106186308928,"5644RG"
"739",78543,5644,0,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.4805188503584,51.4235477867114,"5644TV"
"740",78541,5644,0,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.48346007902638,51.4139351992514,"5644RD"
"741",78544,5644,0,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.4962022783713,51.4105139948329,"5644DV"
"742",78631,5643,0,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.50422509808163,51.4209789065267,"5643LB"
"743",78629,5643,0,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.49438732628037,51.4248444782207,"5643BA"
"744",78648,5644,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.48661973671523,51.4213107755443,"5644NJ"
"745",80272,5645,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51444044069817,51.4293586059929,"5645LJ"
"746",80271,5646,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50916722604753,51.4060984641516,"5646AT"
"747",80273,5645,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50933388542827,51.4253565794572,"5645ED"
"748",80276,5646,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51437652166703,51.4176311901457,"5646HD"
"749",80275,5645,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51828563077055,51.4286477566992,"5645LJ"
"750",80281,5645,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51450583031805,51.4284185489921,"5645LG"
"751",80327,5645,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.51966140035277,51.4270077237011,"5645KB"
"752",80274,5645,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50862236151322,51.4208081632101,"5645BG"
"753",80282,5646,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51072638411247,51.4075396571837,"5646AT"
"754",80329,5646,0,1,1,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.50486725443564,51.4107843068913,"5646AT"
"755",80328,5646,0,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.50948685320364,51.4160803389468,"5646BA"
"756",80588,5646,0,2,0,0,3,2,1,"true",1,2,1,"true",0,0,5.50641486168932,51.4158150077273,"5646BB"
"757",80589,5646,0,2,0,0,3,2,1,"true",1,2,1,"true",0,0,5.50493046075459,51.4160226346679,"5646BC"
"758",80865,5646,0,3,0,0,3,2,1,"true",1,2,1,"true",0,1,5.5092265132522,51.4225102730468,"5646HA"
"759",80914,5645,0,3,3,0,3,2,2,"true",1,2,1,"true",0,1,5.51776355958199,51.4269926345069,"5645LD"
"760",80876,5645,0,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.51779522829856,51.4216169470623,"5645KK"
"761",80875,5645,0,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.50431644510298,51.4179861606258,"5645AC"
"762",80945,5645,0,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.50817310859797,51.4227034401073,"5645CD"
"763",80917,5645,0,3,0,0,3,2,1,"true",1,2,2,"true",0,1,5.51813491604416,51.4197416642184,"5645KR"
"764",80944,5645,0,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.51213678517501,51.4244661613891,"5645KD"
"765",80991,5645,0,2,0,0,3,2,2,"true",1,0,1,"true",0,2,5.51210584383321,51.4275976719864,"5645ER"
"766",81021,5646,0,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.50917999135352,51.4180520076637,"5646BN"
"767",81448,5646,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.51197278897744,51.4225179522155,"5646HA"
"768",81447,5645,0,3,0,0,3,2,1,"true",1,2,0,"true",0,2,5.51213359151555,51.4260759137229,"5645JT"
"769",81469,5645,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.51824874496864,51.4183461139241,"5645KR"
"770",81470,5645,0,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.5119097430831,51.4246817358224,"5645JP"
"771",81496,5645,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.50734995716765,51.4231002967212,"5645CE"
"772",81499,5645,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.52215651752935,51.4273194389961,"5645TL"
"773",81500,5645,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.51542569102056,51.4281199273041,"5645LG"
"774",81504,5646,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.51176778805204,51.4207486961585,"5646HR"
"775",81501,5645,0,3,0,0,3,2,1,"true",1,2,1,"true",0,2,5.51425948699137,51.4236062463706,"5645KL"
"776",81511,5645,0,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.50745012781362,51.4251784891186,"5645RE"
"777",81557,5645,0,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.51148069335749,51.4259888608313,"5645EL"
"778",81513,5646,0,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.50632686684919,51.4068974511636,"5646AT"
"779",81559,5645,0,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.51404541980803,51.4255231431236,"5645JA"
"780",81582,5645,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.51345538175187,51.4283714706279,"5645KC"
"781",81580,5646,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.51284143207903,51.4182430144526,"5646JK"
"782",81583,5646,0,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.50925352466415,51.4166261517127,"5646BA"
"783",86113,5641,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50524905030434,51.4470525911912,"5641AG"
"784",86116,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51115556306384,51.4402826958023,"5642EP"
"785",86115,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51366762922052,51.4427613097358,"5642NL"
"786",86117,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51726729094451,51.4421636188112,"5642DC"
"787",86118,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.50446559440154,51.4433675385382,"5642CN"
"788",86114,5641,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.52427276500528,51.4454296567878,"5641KA"
"789",86120,5641,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51655647937013,51.4465935462959,"5641GE"
"790",86122,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51125112771042,51.4364691564038,"5642HE"
"791",86121,5641,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.53231579060614,51.4487126136287,"5641JS"
"792",86119,5641,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.52080857841324,51.4489341406687,"5641AM"
"793",86123,5641,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51549811568001,51.4438463487615,"5641TX"
"794",86133,5641,0,1,1,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51985765362164,51.4500157354779,"5641BA"
"795",86124,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.52388108348612,51.439647936175,"5642MP"
"796",86125,5642,0,1,0,0,3,2,1,"true",1,2,NA,NA,NA,NA,5.51038239966878,51.4383979701598,"5642EE"
