"","HHID","Home","MemID","EpisodeID","OrigLoc","DestLoc","LeaveTime","TravelTime","BeginTime","EndTime","ActivityType","Mode","With","Charging","SchedID","DestLng","DestLat","DestPC6","OrigLng","OrigLat","OrigPC6"
"6890",137590,5625,0,1,5625,4681,"07:30+0",80,"08:50+0","17:34+0","Work","Car","Missing","NoCharging","137590-0-1",4.21378552745052,51.5863803076954,"4681SR",5.48423823846645,51.4734565725466,"5625WP"
"6891",137590,5625,0,2,4681,5625,"17:34+0",80,"18:54+0","03:00+1","Home","Car","Missing","NoCharging","137590-0-2",5.48550413603169,51.4719009458808,"5625SN",4.21378552745052,51.5863803076954,"4681SR"
"6892",137592,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","07:32+0","Home","Missing","Missing","NoCharging","137592-0-0",5.48493313492779,51.469554557469,"5625SG",NA,NA,"Home"
"6893",137592,5625,0,1,5625,5612,"07:32+0",8,"07:40+0","15:21+0","Work","Car","Missing","SemiPublicCharging","137592-0-1",5.47915616801563,51.4455329135697,"5612AA",5.48493313492779,51.469554557469,"5625SG"
"6894",137592,5625,0,2,5612,5625,"15:21+0",8,"15:29+0","03:00+1","Home","Car","Missing","NoCharging","137592-0-2",5.47010113679533,51.468968915972,"5625BV",5.47915616801563,51.4455329135697,"5612AA"
"6895",137591,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:26+0","Home","Missing","Missing","NoCharging","137591-0-0",5.47327776636393,51.4711661633198,"5625LD",NA,NA,"Home"
"6896",137591,5625,0,1,5625,5625,"08:26+0",5,"08:31+0","12:02+0","Work","Car","Missing","PublicCharging","137591-0-1",5.48638639537217,51.4742599217882,"5625SM",5.47327776636393,51.4711661633198,"5625LD"
"6897",137591,5625,0,2,5625,5625,"12:02+0",9,"12:11+0","03:00+1","Home","Car","Missing","NoCharging","137591-0-2",5.47180775371443,51.4693514890479,"5625BE",5.48638639537217,51.4742599217882,"5625SM"
"6898",137593,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:41+0","Home","Missing","Missing","PrivateCharging","137593-0-0",5.47501685272066,51.4757837132712,"5625JE",NA,NA,"Home"
"6899",137593,5625,0,1,5625,5613,"08:41+0",29,"09:10+0","12:42+0","Work","Walking or Biking","Missing","NoCharging","137593-0-1",5.49534134636362,51.4450472675965,"5613AM",5.47501685272066,51.4757837132712,"5625JE"
"6900",137593,5625,0,2,5613,5613,"13:07+0",11,"13:18+0","18:37+0","Work","Walking or Biking","Missing","NoCharging","137593-0-2",5.50079397018873,51.4453025371056,"5613AM",5.49534134636362,51.4450472675965,"5613AM"
"6901",137593,5625,0,3,5613,5625,"18:37+0",29,"19:06+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","137593-0-3",5.46272085394543,51.4736519620965,"5625GM",5.50079397018873,51.4453025371056,"5613AM"
"6902",137594,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","15:54+0","Home","Missing","Missing","PrivateCharging","137594-0-0",5.45239027453744,51.47598176743,"5624AA",NA,NA,"Home"
"6903",137594,5624,0,1,5624,5624,"15:54+0",6,"16:00+0","17:32+0","Social","Car","Missing","NoCharging","137594-0-1",5.45697968864281,51.4744390741261,"5624EB",5.45239027453744,51.47598176743,"5624AA"
"6904",137594,5624,0,2,5624,5612,"17:54+0",5,"17:59+0","18:14+0","Social","Car","Missing","SemiPublicCharging","137594-0-2",5.49702950244432,51.4505030918079,"5612AJ",5.45697968864281,51.4744390741261,"5624EB"
"6905",137594,5624,0,3,5612,5624,"18:14+0",5,"18:19+0","03:00+1","Home","Car","Missing","PrivateCharging","137594-0-3",5.45194223616434,51.4734269859907,"5624AA",5.49702950244432,51.4505030918079,"5612AJ"
"6906",137595,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:27+0","Home","Missing","Missing","PrivateCharging","137595-0-0",5.46655831298282,51.46921509703,"5625DB",NA,NA,"Home"
"6907",137595,5625,0,1,5625,5625,"08:27+0",27,"08:54+0","19:24+0","Work","Walking or Biking","Missing","NoCharging","137595-0-1",5.48637874970979,51.474586677344,"5625SM",5.46655831298282,51.46921509703,"5625DB"
"6908",137595,5625,0,2,5625,5625,"19:24+0",27,"19:51+0","19:56+0","Leisure","Walking or Biking","Missing","NoCharging","137595-0-2",5.48713042379136,51.4739193735712,"5625TA",5.48637874970979,51.474586677344,"5625SM"
"6909",137595,5625,0,3,5625,5625,"19:56+0",28,"20:24+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","137595-0-3",5.48586822042487,51.4725989873582,"5625SV",5.48713042379136,51.4739193735712,"5625TA"
"6910",137605,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","10:11+0","Home","Missing","Missing","PrivateCharging","137605-0-0",5.46408630756635,51.4658521140727,"5624KX",NA,NA,"Home"
"6911",137605,5624,0,1,5624,5624,"10:11+0",6,"10:17+0","15:28+0","Work","Car","Missing","NoCharging","137605-0-1",5.44508185446566,51.4742266833905,"5624MD",5.46408630756635,51.4658521140727,"5624KX"
"6912",137605,5624,0,2,5624,5624,"15:28+0",7,"15:35+0","03:00+1","Home","Car","Missing","PrivateCharging","137605-0-2",5.46274950681885,51.4667389581229,"5624KX",5.44508185446566,51.4742266833905,"5624MD"
"6913",137596,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","13:26+0","Home","Missing","Missing","NoCharging","137596-0-0",5.44878605954653,51.4687739560211,"5624NR",NA,NA,"Home"
"6914",137596,5624,0,1,5624,4703,"13:26+0",58,"14:24+0","16:03+0","Social","Car","Missing","PublicCharging","137596-0-1",4.43732357501613,51.5373981267223,"4703SZ",5.44878605954653,51.4687739560211,"5624NR"
"6915",137596,5624,0,2,4703,5622,"16:03+0",57,"17:00+0","20:30+0","Social","Car","Missing","PublicCharging","137596-0-2",5.4668384518092,51.4564849062927,"5622AW",4.43732357501613,51.5373981267223,"4703SZ"
"6916",137596,5624,0,3,5622,5624,"20:30+0",1,"20:31+0","03:00+1","Home","Car","Missing","NoCharging","137596-0-3",5.46074641705682,51.4735638314386,"5624EC",5.4668384518092,51.4564849062927,"5622AW"
"6917",137597,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","06:22+0","Home","Missing","Missing","NoCharging","137597-0-0",5.46293697328062,51.4715730559369,"5624HZ",NA,NA,"Home"
"6918",137597,5624,0,1,5624,5611,"06:22+0",7,"06:29+0","09:55+0","Work","Car","Missing","NoCharging","137597-0-1",5.47747435218276,51.4319052121749,"5611JN",5.46293697328062,51.4715730559369,"5624HZ"
"6919",137597,5624,0,2,5611,5469,"09:55+0",32,"10:27+0","14:50+0","Work","Car","Missing","NoCharging","137597-0-2",5.58253584928296,51.6141741358883,"5469SB",5.47747435218276,51.4319052121749,"5611JN"
"6920",137597,5624,0,3,5469,5469,"16:08+0",9,"16:17+0","16:37+0","Groceries","Car","Missing","SemiPublicCharging","137597-0-3",5.59621118660146,51.6086763529889,"5469SE",5.58253584928296,51.6141741358883,"5469SB"
"6921",137597,5624,0,4,5469,5624,"16:37+0",29,"17:06+0","03:00+1","Home","Car","Missing","PrivateCharging","137597-0-4",5.45633986591553,51.471523058035,"5624GP",5.59621118660146,51.6086763529889,"5469SE"
"6922",137606,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","09:18+0","Home","Missing","Missing","NoCharging","137606-0-0",5.47796862655932,51.4759318319056,"5625JH",NA,NA,"Home"
"6923",137606,5625,0,1,5625,5625,"09:18+0",7,"09:25+0","11:33+0","Work","Car","Missing","PublicCharging","137606-0-1",5.48619773465901,51.4747991723793,"5625SM",5.47796862655932,51.4759318319056,"5625JH"
"6924",137606,5625,0,2,5625,5625,"11:55+0",6,"12:01+0","17:00+0","Work","Car","Missing","NoCharging","137606-0-2",5.48635307335505,51.474421418733,"5625SM",5.48619773465901,51.4747991723793,"5625SM"
"6925",137606,5625,0,3,5625,5625,"17:00+0",9,"17:09+0","03:00+1","Home","Car","Missing","PrivateCharging","137606-0-3",5.47045081828831,51.47075010542,"5625CH",5.48635307335505,51.474421418733,"5625SM"
"6926",137691,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","03:00+1","Home","Missing","Missing","PrivateCharging","137691-0-0",5.44681454173233,51.475106474543,"5624AA",NA,NA,"Home"
"6927",137690,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","08:06+0","Home","Missing","Missing","PrivateCharging","137690-0-0",5.4621594860931,51.4725243994623,"5624EH",NA,NA,"Home"
"6928",137690,5624,0,1,5624,5624,"08:06+0",5,"08:11+0","17:06+0","Work","Car","Missing","NoCharging","137690-0-1",5.44377474008994,51.4739271428831,"5624MD",5.4621594860931,51.4725243994623,"5624EH"
"6929",137690,5624,0,2,5624,5624,"17:06+0",5,"17:11+0","03:00+1","Home","Car","Missing","NoCharging","137690-0-2",5.45463948767173,51.4654281679344,"5624AP",5.44377474008994,51.4739271428831,"5624MD"
"6930",137607,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","07:17+0","Home","Missing","Missing","NoCharging","137607-0-0",5.46207284867112,51.4731876451665,"5625GS",NA,NA,"Home"
"6931",137607,5625,0,1,5625,5612,"07:17+0",8,"07:25+0","16:32+0","Work","Car","Missing","SemiPublicCharging","137607-0-1",5.47848237752618,51.44563923221,"5612AA",5.46207284867112,51.4731876451665,"5625GS"
"6932",137607,5625,0,2,5612,5625,"16:32+0",8,"16:40+0","03:00+1","Home","Car","Missing","PrivateCharging","137607-0-2",5.47700054834676,51.4752484200889,"5625NH",5.47848237752618,51.44563923221,"5612AA"
"6933",137692,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:09+0","Home","Missing","Missing","PrivateCharging","137692-0-0",5.4845457527561,51.4701574172898,"5625WJ",NA,NA,"Home"
"6934",137692,5625,0,1,5625,5652,"08:09+0",10,"08:19+0","17:20+0","Work","Car","Missing","NoCharging","137692-0-1",5.44083623847926,51.4317389643485,"5652AM",5.4845457527561,51.4701574172898,"5625WJ"
"6935",137692,5625,0,2,5652,5625,"17:20+0",10,"17:30+0","03:00+1","Home","Car","Missing","PrivateCharging","137692-0-2",5.46749345275784,51.4695401927408,"5625DB",5.44083623847926,51.4317389643485,"5652AM"
"6936",137693,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","08:15+0","Home","Missing","Missing","PrivateCharging","137693-0-0",5.44978343726438,51.4743955373866,"5624AA",NA,NA,"Home"
"6937",137693,5624,0,1,5624,5612,"08:15+0",16,"08:31+0","10:28+0","Work","Walking or Biking","Missing","NoCharging","137693-0-1",5.47787572811165,51.4449751051437,"5612AA",5.44978343726438,51.4743955373866,"5624AA"
"6938",137693,5624,0,2,5612,5612,"10:50+0",24,"11:14+0","17:47+0","Work","Walking or Biking","Missing","NoCharging","137693-0-2",5.47275076426981,51.4442554601372,"5612LZ",5.47787572811165,51.4449751051437,"5612AA"
"6939",137693,5624,0,3,5612,5624,"17:47+0",16,"18:03+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","137693-0-3",5.46223555231197,51.4669178780406,"5624KX",5.47275076426981,51.4442554601372,"5612LZ"
"6940",137694,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","07:05+0","Home","Missing","Missing","NoCharging","137694-0-0",5.46602335727709,51.4743122597297,"5625EP",NA,NA,"Home"
"6941",137694,5625,0,1,5625,5653,"07:05+0",11,"07:16+0","11:15+0","Work","Car","Missing","NoCharging","137694-0-1",5.43173711845717,51.4232646809917,"5653LA",5.46602335727709,51.4743122597297,"5625EP"
"6942",137694,5625,0,2,5653,5625,"11:15+0",11,"11:26+0","12:18+0","Home","Car","Missing","NoCharging","137694-0-2",5.46985072539819,51.4719288762341,"5625EJ",5.43173711845717,51.4232646809917,"5653LA"
"6943",137694,5625,0,3,5625,5653,"12:18+0",11,"12:29+0","17:34+0","Work","Car","Missing","NoCharging","137694-0-3",5.4304264218517,51.4199257781955,"5653LC",5.46985072539819,51.4719288762341,"5625EJ"
"6944",137694,5625,0,4,5653,5625,"17:34+0",11,"17:45+0","03:00+1","Home","Car","Missing","PrivateCharging","137694-0-4",5.48034040189008,51.4705031070641,"5625RA",5.4304264218517,51.4199257781955,"5653LC"
"6945",137697,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:32+0","Home","Missing","Missing","PrivateCharging","137697-0-0",5.47011600092817,51.4736079036008,"5625ED",NA,NA,"Home"
"6946",137697,5625,0,1,5625,5612,"08:32+0",8,"08:40+0","17:49+0","Work","Car","Missing","NoCharging","137697-0-1",5.47920855152854,51.4451771322611,"5612AA",5.47011600092817,51.4736079036008,"5625ED"
"6947",137697,5625,0,2,5612,5625,"17:49+0",8,"17:57+0","03:00+1","Home","Car","Missing","PrivateCharging","137697-0-2",5.46347091076834,51.4761309220309,"5625GT",5.47920855152854,51.4451771322611,"5612AA"
"6948",137695,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","05:32+0","Home","Missing","Missing","PrivateCharging","137695-0-0",5.4720208970323,51.4714632566648,"5625LD",NA,NA,"Home"
"6949",137695,5625,0,1,5625,8025,"05:32+0",107,"07:19+0","12:20+0","Work","Car","Missing","NoCharging","137695-0-1",6.12975119033569,52.5093039599877,"8025AK",5.4720208970323,51.4714632566648,"5625LD"
"6950",137695,5625,0,2,8025,8025,"12:49+0",6,"12:55+0","16:43+0","Work","Car","Missing","NoCharging","137695-0-2",6.12603998944622,52.5064900087661,"8025BM",6.12975119033569,52.5093039599877,"8025AK"
"6951",137695,5625,0,3,8025,5625,"16:43+0",107,"18:30+0","03:00+1","Home","Car","Missing","NoCharging","137695-0-3",5.48091196452929,51.4701049137334,"5625WV",6.12603998944622,52.5064900087661,"8025BM"
"6952",137698,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","17:16+0","Home","Missing","Missing","PrivateCharging","137698-0-0",5.48593137750641,51.4726566979391,"5625SV",NA,NA,"Home"
"6953",137698,5625,0,1,5625,5625,"17:16+0",6,"17:22+0","17:36+0","Services","Car","Missing","PublicCharging","137698-0-1",5.48640894412845,51.4749000308961,"5625SM",5.48593137750641,51.4726566979391,"5625SV"
"6954",137698,5625,0,2,5625,5625,"17:36+0",7,"17:43+0","03:00+1","Home","Car","Missing","PrivateCharging","137698-0-2",5.47158829808287,51.4709838206444,"5625EA",5.48640894412845,51.4749000308961,"5625SM"
"6955",138692,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","07:10+0","Home","Missing","Missing","NoCharging","138692-0-0",5.46001659666585,51.4726436126854,"5624EP",NA,NA,"Home"
"6956",138692,5624,0,1,5624,5624,"07:10+0",21,"07:31+0","16:33+0","Work","Walking or Biking","Missing","NoCharging","138692-0-1",5.44402671045734,51.4738876994719,"5624MD",5.46001659666585,51.4726436126854,"5624EP"
"6957",138692,5624,0,2,5624,5624,"16:51+0",26,"17:17+0","17:32+0","BringGet","Walking or Biking","Missing","NoCharging","138692-0-2",5.46041243242164,51.4666547156264,"5624KD",5.44402671045734,51.4738876994719,"5624MD"
"6958",138692,5624,0,3,5624,5624,"17:32+0",7,"17:39+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","138692-0-3",5.45344804543534,51.4652142113212,"5624CD",5.46041243242164,51.4666547156264,"5624KD"
"6959",138692,5624,1,0,5624,5624,"03:00+0",0,"03:00+0","03:00+1","Home","Missing","Missing","PrivateCharging","138692-1-0",5.45703901216827,51.4646091202046,"5624BC",NA,NA,"Home"
"6960",138718,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:18+0","Home","Missing","Missing","PrivateCharging","138718-0-0",5.48054300674333,51.4694168996206,"5625XN",NA,NA,"Home"
"6961",138718,5625,0,1,5625,5625,"08:18+0",26,"08:44+0","17:46+0","Work","Walking or Biking","Missing","NoCharging","138718-0-1",5.48652994776849,51.4750759255007,"5625SM",5.48054300674333,51.4694168996206,"5625XN"
"6962",138718,5625,0,2,5625,5625,"17:46+0",22,"18:08+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","138718-0-2",5.47855251719755,51.4725768332933,"5625NB",5.48652994776849,51.4750759255007,"5625SM"
"6963",138718,5625,1,0,5625,5625,"03:00+0",0,"03:00+0","12:29+0","Home","Missing","Missing","NoCharging","138718-1-0",5.48430596752686,51.4748462706408,"5625PG",NA,NA,"Home"
"6964",138718,5625,1,1,5625,5625,"12:29+0",18,"12:47+0","16:36+0","Social","Walking or Biking","Missing","NoCharging","138718-1-1",5.48747091613047,51.4755044531815,"5625TA",5.48430596752686,51.4748462706408,"5625PG"
"6965",138718,5625,1,2,5625,5625,"16:36+0",16,"16:52+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","138718-1-2",5.47866451600396,51.4746498773905,"5625JA",5.48747091613047,51.4755044531815,"5625TA"
"6966",138668,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","13:44+0","Home","Missing","Missing","PrivateCharging","138668-0-0",5.46862352789117,51.471184531852,"5625EK",NA,NA,"Home"
"6967",138668,5625,0,1,5625,5503,"13:44+0",16,"14:00+0","15:45+0","Social","Car","Missing","NoCharging","138668-0-1",5.4006569154081,51.4103861816357,"5503BG",5.46862352789117,51.471184531852,"5625EK"
"6968",138668,5625,0,2,5503,5503,"15:45+0",6,"15:51+0","15:56+0","Business","Car","Missing","PublicCharging","138668-0-2",5.42473305353636,51.417470253249,"5503LA",5.4006569154081,51.4103861816357,"5503BG"
"6969",138668,5625,0,3,5503,5625,"15:56+0",16,"16:12+0","03:00+1","Home","Car","Missing","NoCharging","138668-0-3",5.47142341087393,51.4741090450987,"5625LJ",5.42473305353636,51.417470253249,"5503LA"
"6970",138668,5625,1,0,5625,5625,"03:00+0",0,"03:00+0","17:18+0","Home","Missing","Missing","NoCharging","138668-1-0",5.48421255536757,51.4697909395249,"5625VZ",NA,NA,"Home"
"6971",138668,5625,1,1,5625,5627,"17:18+0",5,"17:23+0","19:28+0","Leisure","Car","Missing","NoCharging","138668-1-1",5.44143166316282,51.4754387781175,"5627AB",5.48421255536757,51.4697909395249,"5625VZ"
"6972",138668,5625,1,2,5627,5625,"19:28+0",5,"19:33+0","03:00+1","Home","Car","Missing","SemiPublicCharging","138668-1-2",5.48727293346885,51.4708726635414,"5625SE",5.44143166316282,51.4754387781175,"5627AB"
"6973",138754,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:21+0","Home","Missing","Missing","PrivateCharging","138754-0-0",5.48633002392285,51.4721104732282,"5625SP",NA,NA,"Home"
"6974",138754,5625,0,1,5625,5652,"08:21+0",10,"08:31+0","18:52+0","Work","Car","Missing","NoCharging","138754-0-1",5.45339284296106,51.4313501607999,"5652AA",5.48633002392285,51.4721104732282,"5625SP"
"6975",138754,5625,0,2,5652,5625,"18:52+0",10,"19:02+0","03:00+1","Home","Car","Missing","PrivateCharging","138754-0-2",5.47767286982793,51.4722906387774,"5625ND",5.45339284296106,51.4313501607999,"5652AA"
"6976",138754,5625,1,0,5625,5625,"03:00+0",0,"03:00+0","03:00+1","Home","Missing","Missing","NoCharging","138754-1-0",5.48371937416716,51.4704723758861,"5625WK",NA,NA,"Home"
"6977",138721,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","15:52+0","Home","Missing","Missing","NoCharging","138721-0-0",5.46822581558761,51.4747637555263,"5625EP",NA,NA,"Home"
"6978",138721,5625,0,1,5625,5612,"15:52+0",8,"16:00+0","19:40+0","Leisure","Car","Missing","PublicCharging","138721-0-1",5.49039693874503,51.446986786912,"5612AP",5.46822581558761,51.4747637555263,"5625EP"
"6979",138721,5625,0,2,5612,5625,"19:40+0",8,"19:48+0","03:00+1","Home","Car","Missing","NoCharging","138721-0-2",5.47062627841221,51.4720161813937,"5625EJ",5.49039693874503,51.446986786912,"5612AP"
"6980",138721,5625,1,0,5625,5625,"03:00+0",0,"03:00+0","17:53+0","Home","Missing","Missing","PrivateCharging","138721-1-0",5.46919147662521,51.4698649920448,"5625BS",NA,NA,"Home"
"6981",138721,5625,1,1,5625,5623,"17:53+0",4,"17:57+0","18:15+0","Groceries","Car","Missing","PublicCharging","138721-1-1",5.48035135036275,51.4542485502892,"5623PL",5.46919147662521,51.4698649920448,"5625BS"
"6982",138721,5625,1,2,5623,5625,"18:15+0",4,"18:19+0","03:00+1","Home","Car","Missing","PrivateCharging","138721-1-2",5.48590264121235,51.470406731584,"5625SJ",5.48035135036275,51.4542485502892,"5623PL"
"6983",138744,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","06:35+0","Home","Missing","Missing","PrivateCharging","138744-0-0",5.47719350085339,51.4751571794825,"5625NH",NA,NA,"Home"
"6984",138744,5625,0,1,5625,5645,"06:35+0",11,"06:46+0","16:22+0","Work","Car","Missing","SemiPublicCharging","138744-0-1",5.50908559608762,51.4208067457475,"5645BE",5.47719350085339,51.4751571794825,"5625NH"
"6985",138744,5625,0,2,5645,5625,"16:22+0",11,"16:33+0","03:00+1","Home","Car","Missing","PrivateCharging","138744-0-2",5.48585829004613,51.4725690934299,"5625SV",5.50908559608762,51.4208067457475,"5645BE"
"6986",138744,5625,1,0,5625,5625,"03:00+0",0,"03:00+0","08:13+0","Home","Missing","Missing","NoCharging","138744-1-0",5.4695170963021,51.4676738061668,"5625BL",NA,NA,"Home"
"6987",138744,5625,1,1,5625,5625,"08:13+0",7,"08:20+0","12:24+0","Leisure","Car","Missing","SemiPublicCharging","138744-1-1",5.48779049253844,51.47580709568,"5625TA",5.4695170963021,51.4676738061668,"5625BL"
"6988",138744,5625,1,2,5625,5625,"12:24+0",8,"12:32+0","17:04+0","Home","Car","Missing","NoCharging","138744-1-2",5.47097711518315,51.4742551875105,"5625HB",5.48779049253844,51.47580709568,"5625TA"
"6989",138744,5625,1,3,5625,5395,"17:04+0",45,"17:49+0","18:06+0","Groceries","Car","Missing","PublicCharging","138744-1-3",5.49203581917121,51.7933355000811,"5395TH",5.47097711518315,51.4742551875105,"5625HB"
"6990",138744,5625,1,4,5395,5395,"19:20+0",5,"19:25+0","19:45+0","Groceries","Car","Missing","PublicCharging","138744-1-4",5.4882781680446,51.7986679112675,"5395TH",5.49203581917121,51.7933355000811,"5395TH"
"6991",138744,5625,1,5,5395,5625,"19:45+0",45,"20:30+0","03:00+1","Home","Car","Missing","PrivateCharging","138744-1-5",5.48200831578914,51.468861897874,"5625VS",5.4882781680446,51.7986679112675,"5395TH"
"6992",139383,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","08:28+0","Home","Missing","Missing","NoCharging","139383-0-0",5.46470446734661,51.4662196736902,"5624KZ",NA,NA,"Home"
"6993",139383,5624,0,1,5624,5626,"08:28+0",17,"08:45+0","17:07+0","Work","Walking or Biking","Missing","NoCharging","139383-0-1",5.42222151335309,51.4814980528421,"5626DK",5.46470446734661,51.4662196736902,"5624KZ"
"6994",139383,5624,0,2,5626,5624,"17:07+0",17,"17:24+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","139383-0-2",5.4571080593049,51.4634323509282,"5624LB",5.42222151335309,51.4814980528421,"5626DK"
"6995",139383,5624,1,0,5624,5624,"03:00+0",0,"03:00+0","03:00+1","Home","Missing","Missing","PrivateCharging","139383-1-0",5.45744755819793,51.4688967948239,"5624JE",NA,NA,"Home"
"6996",139447,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","08:21+0","Home","Missing","Missing","NoCharging","139447-0-0",5.46131530584042,51.4713992043385,"5624EK",NA,NA,"Home"
"6997",139447,5624,0,1,5624,5692,"08:21+0",7,"08:28+0","17:21+0","Work","Car","Missing","NoCharging","139447-0-1",5.46002266803609,51.49743751107,"5692EB",5.46131530584042,51.4713992043385,"5624EK"
"6998",139447,5624,0,2,5692,5624,"17:21+0",7,"17:28+0","03:00+1","Home","Car","Missing","PrivateCharging","139447-0-2",5.46476208376788,51.4685027760973,"5624KH",5.46002266803609,51.49743751107,"5692EB"
"6999",139447,5624,1,0,5624,5624,"03:00+0",0,"03:00+0","13:49+0","Home","Missing","Missing","NoCharging","139447-1-0",5.45376606188998,51.4661276655166,"5624AJ",NA,NA,"Home"
"7000",139447,5624,1,1,5624,5624,"13:49+0",5,"13:54+0","14:13+0","Groceries","Car","Missing","PublicCharging","139447-1-1",5.45311322011816,51.46776112921,"5624NR",5.45376606188998,51.4661276655166,"5624AJ"
"7001",139447,5624,1,2,5624,5624,"14:13+0",7,"14:20+0","03:00+1","Home","Car","Missing","PrivateCharging","139447-1-2",5.44718756088949,51.4711993450814,"5624NC",5.45311322011816,51.46776112921,"5624NR"
"7002",139382,5624,0,0,5624,5624,"03:00+0",0,"03:00+0","05:36+0","Home","Missing","Missing","PrivateCharging","139382-0-0",5.44868473512908,51.4704602001514,"5624NR",NA,NA,"Home"
"7003",139382,5624,0,1,5624,5624,"05:36+0",25,"06:01+0","16:07+0","Work","Walking or Biking","Missing","NoCharging","139382-0-1",5.44483780135884,51.4739097633653,"5624MD",5.44868473512908,51.4704602001514,"5624NR"
"7004",139382,5624,0,2,5624,5624,"16:07+0",19,"16:26+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","139382-0-2",5.45067114684268,51.4743643409446,"5624AA",5.44483780135884,51.4739097633653,"5624MD"
"7005",139382,5624,1,0,5624,5624,"03:00+0",0,"03:00+0","13:33+0","Home","Missing","Missing","PrivateCharging","139382-1-0",5.46215568102416,51.4658152888257,"5624KW",NA,NA,"Home"
"7006",139382,5624,1,1,5624,5624,"13:33+0",27,"14:00+0","14:54+0","Touring","Walking or Biking","Missing","NoCharging","139382-1-1",5.44471495143615,51.4731628230849,"5624NH",5.46215568102416,51.4658152888257,"5624KW"
"7007",139382,5624,1,2,5624,5652,"14:54+0",21,"15:15+0","15:25+0","Groceries","Walking or Biking","Missing","NoCharging","139382-1-2",5.42926675982866,51.433574260401,"5652AN",5.44471495143615,51.4731628230849,"5624NH"
"7008",139382,5624,1,3,5652,5624,"15:25+0",21,"15:46+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","139382-1-3",5.45742158323686,51.4665520358689,"5624KB",5.42926675982866,51.433574260401,"5652AN"
"7009",139448,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","08:44+0","Home","Missing","Missing","PrivateCharging","139448-0-0",5.46954048112496,51.4679283884756,"5625BL",NA,NA,"Home"
"7010",139448,5625,0,1,5625,5625,"08:44+0",7,"08:51+0","11:41+0","Work","Car","Missing","NoCharging","139448-0-1",5.48644530714043,51.4747478695245,"5625SM",5.46954048112496,51.4679283884756,"5625BL"
"7011",139448,5625,0,2,5625,5625,"11:41+0",9,"11:50+0","03:00+1","Home","Car","Missing","PrivateCharging","139448-0-2",5.47859389835926,51.4676523363467,"5625XJ",5.48644530714043,51.4747478695245,"5625SM"
"7012",139448,5625,1,0,5625,5625,"03:00+0",0,"03:00+0","13:01+0","Home","Missing","Missing","NoCharging","139448-1-0",5.46584555096883,51.4745144232626,"5625HN",NA,NA,"Home"
"7013",139448,5625,1,1,5625,5643,"13:01+0",38,"13:39+0","15:14+0","NonGroc","Walking or Biking","Missing","NoCharging","139448-1-1",5.49748677724177,51.423990268979,"5643KK",5.46584555096883,51.4745144232626,"5625HN"
"7014",139448,5625,1,2,5643,5614,"15:29+0",4,"15:33+0","17:14+0","Leisure","Walking or Biking","Missing","NoCharging","139448-1-2",5.49013959238608,51.430449067234,"5614AV",5.49748677724177,51.423990268979,"5643KK"
"7015",139448,5625,1,3,5614,5625,"17:14+0",32,"17:46+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","139448-1-3",5.48436223148423,51.4755660551496,"5625PG",5.49013959238608,51.430449067234,"5614AV"
"7016",139464,5625,0,0,5625,5625,"03:00+0",0,"03:00+0","09:32+0","Home","Missing","Missing","NoCharging","139464-0-0",5.46648873101163,51.4699249440214,"5625CR",NA,NA,"Home"
